longitude,latitude,hour,cloud_cover,elevation,humidity,pressure,temperature,wind_dir,wind_speed
10,19,17,9.0,85.0,52.0,1003.9,26.7,155.0,15.9
11,19,17,9.0,148.0,52.0,1003.9,26.3,155.0,15.9
12,19,17,9.0,88.0,52.0,1003.9,26.7,155.0,15.9
13,19,17,9.0,114.0,52.0,1003.9,26.5,155.0,15.9
14,19,17,7.0,108.0,51.0,1004.0,26.7,151.0,17.2
15,19,17,7.0,164.0,50.0,1004.0,26.3,151.0,17.2
16,19,17,7.0,152.0,51.0,1004.0,26.4,151.0,17.2
17,19,17,7.0,160.0,50.0,1004.0,26.3,151.0,17.2
18,19,17,4.0,135.0,51.0,1004.1,26.5,150.0,17.1
19,19,17,4.0,93.0,51.0,1004.1,26.7,150.0,17.1
20,19,17,4.0,73.0,51.0,1004.1,26.9,150.0,17.1
21,19,17,4.0,95.0,51.0,1004.1,26.7,150.0,17.1
22,19,17,2.0,70.0,51.0,1004.2,26.9,147.0,18.0
23,19,17,2.0,84.0,51.0,1004.2,26.8,147.0,18.0
24,19,17,2.0,64.0,51.0,1004.2,27.0,147.0,18.0
25,19,17,2.0,65.0,51.0,1004.2,27.0,147.0,18.0
26,19,17,2.0,63.0,52.0,1004.4,26.9,145.0,17.6
27,19,17,2.0,96.0,52.0,1004.4,26.6,145.0,17.6
28,19,17,2.0,99.0,52.0,1004.4,26.6,145.0,17.6
29,19,17,3.0,83.0,54.0,1004.6,26.4,146.0,16.6
0,20,17,8.0,108.0,57.0,1003.5,25.4,157.0,10.2
1,20,17,8.0,128.0,57.0,1003.5,25.2,157.0,10.2
2,20,17,10.0,134.0,55.0,1003.6,25.9,151.0,13.2
3,20,17,10.0,161.0,55.0,1003.6,25.7,151.0,13.2
4,20,17,10.0,179.0,55.0,1003.6,25.6,151.0,13.2
5,20,17,10.0,140.0,55.0,1003.6,25.8,151.0,13.2
6,20,17,9.0,156.0,52.0,1003.7,26.2,155.0,15.1
7,20,17,9.0,105.0,52.0,1003.7,26.6,155.0,15.1
8,20,17,9.0,88.0,52.0,1003.7,26.7,155.0,15.1
9,20,17,9.0,102.0,52.0,1003.7,26.6,155.0,15.1
10,20,17,9.0,173.0,52.0,1003.9,26.1,155.0,15.9
11,20,17,9.0,155.0,52.0,1003.9,26.2,155.0,15.9
12,20,17,9.0,121.0,52.0,1003.9,26.5,155.0,15.9
13,20,17,9.0,121.0,52.0,1003.9,26.5,155.0,15.9
14,20,17,7.0,181.0,50.0,1004.0,26.2,151.0,17.2
15,20,17,7.0,192.0,50.0,1004.0,26.1,151.0,17.2
16,20,17,7.0,126.0,51.0,1004.0,26.6,151.0,17.2
17,20,17,7.0,111.0,51.0,1004.0,26.7,151.0,17.2
18,20,17,4.0,158.0,51.0,1004.1,26.3,150.0,17.1
19,20,17,4.0,142.0,51.0,1004.1,26.4,150.0,17.1
20,20,17,4.0,90.0,51.0,1004.1,26.7,150.0,17.1
21,20,17,4.0,91.0,51.0,1004.1,26.7,150.0,17.1
22,20,17,2.0,124.0,51.0,1004.2,26.6,147.0,18.0
23,20,17,2.0,79.0,51.0,1004.2,26.9,147.0,18.0
24,20,17,2.0,78.0,51.0,1004.2,26.9,147.0,18.0
25,20,17,2.0,96.0,51.0,1004.2,26.8,147.0,18.0
26,20,17,2.0,107.0,52.0,1004.4,26.6,145.0,17.6
27,20,17,2.0,183.0,52.0,1004.4,26.1,145.0,17.6
28,20,17,2.0,152.0,52.0,1004.4,26.3,145.0,17.6
29,20,17,3.0,63.0,54.0,1004.6,26.6,146.0,16.6
0,21,17,10.0,86.0,57.0,1003.6,25.7,154.0,10.8
1,21,17,10.0,128.0,57.0,1003.6,25.4,154.0,10.8
2,21,17,10.0,117.0,57.0,1003.6,25.5,154.0,10.8
3,21,17,10.0,122.0,57.0,1003.6,25.5,154.0,10.8
4,21,17,10.0,144.0,54.0,1003.7,26.0,154.0,13.2
5,21,17,10.0,140.0,54.0,1003.7,26.0,154.0,13.2
6,21,17,10.0,141.0,54.0,1003.7,26.0,154.0,13.2
7,21,17,10.0,89.0,54.0,1003.7,26.4,154.0,13.2
8,21,17,9.0,161.0,51.0,1003.9,26.3,156.0,15.3
9,21,17,9.0,126.0,52.0,1003.9,26.5,156.0,15.3
10,21,17,9.0,160.0,51.0,1003.9,26.3,156.0,15.3
11,21,17,9.0,147.0,51.0,1003.9,26.4,156.0,15.3
12,21,17,8.0,143.0,51.0,1004.0,26.3,153.0,16.6
13,21,17,8.0,159.0,51.0,1004.0,26.2,153.0,16.6
14,21,17,8.0,119.0,52.0,1004.0,26.5,153.0,16.6
15,21,17,8.0,162.0,51.0,1004.0,26.2,153.0,16.6
16,21,17,5.0,125.0,51.0,1004.1,26.4,151.0,16.9
17,21,17,5.0,137.0,51.0,1004.1,26.3,151.0,16.9
18,21,17,5.0,108.0,52.0,1004.1,26.5,151.0,16.9
19,21,17,5.0,76.0,52.0,1004.1,26.7,151.0,16.9
20,21,17,2.0,97.0,50.0,1004.3,26.9,148.0,18.6
21,21,17,2.0,168.0,50.0,1004.3,26.5,148.0,18.6
22,21,17,2.0,117.0,50.0,1004.3,26.8,148.0,18.6
23,21,17,2.0,154.0,50.0,1004.3,26.6,148.0,18.6
24,21,17,1.0,87.0,53.0,1004.5,26.7,146.0,17.9
25,21,17,1.0,198.0,53.0,1004.5,25.9,146.0,17.9
26,21,17,1.0,119.0,53.0,1004.5,26.4,146.0,17.9
27,21,17,1.0,119.0,53.0,1004.5,26.4,146.0,17.9
28,21,17,1.0,119.0,52.0,1004.7,26.5,147.0,17.7
29,21,17,1.0,181.0,52.0,1004.7,26.1,147.0,17.7
0,22,17,11.0,133.0,59.0,1003.6,24.8,165.0,8.2
1,22,17,11.0,113.0,59.0,1003.6,24.9,165.0,8.2
2,22,17,11.0,154.0,56.0,1003.8,25.6,155.0,11.9
3,22,17,11.0,146.0,56.0,1003.8,25.7,155.0,11.9
4,22,17,11.0,139.0,56.0,1003.8,25.7,155.0,11.9
5,22,17,11.0,99.0,56.0,1003.8,26.0,155.0,11.9
6,22,17,10.0,139.0,53.0,1003.9,26.3,157.0,14.5
7,22,17,10.0,151.0,53.0,1003.9,26.2,157.0,14.5
8,22,17,10.0,141.0,53.0,1003.9,26.3,157.0,14.5
9,22,17,10.0,141.0,53.0,1003.9,26.3,157.0,14.5
10,22,17,8.0,182.0,53.0,1004.0,26.0,156.0,15.8
11,22,17,8.0,168.0,53.0,1004.0,26.1,156.0,15.8
12,22,17,8.0,150.0,53.0,1004.0,26.2,156.0,15.8
13,22,17,8.0,170.0,53.0,1004.0,26.1,156.0,15.8
14,22,17,7.0,137.0,51.0,1004.1,26.4,152.0,17.6
15,22,17,7.0,121.0,51.0,1004.1,26.5,152.0,17.6
16,22,17,7.0,95.0,51.0,1004.1,26.7,152.0,17.6
17,22,17,7.0,99.0,51.0,1004.1,26.7,152.0,17.6
18,22,17,4.0,158.0,51.0,1004.2,26.5,148.0,19.1
19,22,17,4.0,152.0,51.0,1004.2,26.5,148.0,19.1
20,22,17,4.0,192.0,50.0,1004.2,26.3,148.0,19.1
21,22,17,4.0,169.0,51.0,1004.2,26.4,148.0,19.1
22,22,17,2.0,118.0,53.0,1004.5,26.5,146.0,18.7
23,22,17,2.0,116.0,53.0,1004.5,26.5,146.0,18.7
24,22,17,2.0,150.0,53.0,1004.5,26.3,146.0,18.7
25,22,17,2.0,127.0,53.0,1004.5,26.5,146.0,18.7
26,22,17,0.0,214.0,55.0,1004.7,25.6,146.0,17.9
27,22,17,0.0,141.0,55.0,1004.7,26.1,146.0,17.9
28,22,17,0.0,167.0,55.0,1004.7,25.9,146.0,17.9
29,22,17,0.0,158.0,55.0,1004.7,26.0,146.0,17.9
0,23,17,11.0,156.0,59.0,1003.6,24.7,165.0,8.2
1,23,17,11.0,135.0,59.0,1003.6,24.8,165.0,8.2
2,23,17,11.0,163.0,56.0,1003.8,25.5,155.0,11.9
3,23,17,11.0,110.0,56.0,1003.8,25.9,155.0,11.9
4,23,17,11.0,124.0,56.0,1003.8,25.8,155.0,11.9
5,23,17,11.0,119.0,56.0,1003.8,25.8,155.0,11.9
6,23,17,10.0,100.0,54.0,1003.9,26.6,157.0,14.5
7,23,17,10.0,133.0,53.0,1003.9,26.4,157.0,14.5
8,23,17,10.0,159.0,53.0,1003.9,26.2,157.0,14.5
9,23,17,10.0,192.0,53.0,1003.9,26.0,157.0,14.5
10,23,17,8.0,174.0,53.0,1004.0,26.1,156.0,15.8
11,23,17,8.0,194.0,53.0,1004.0,26.0,156.0,15.8
12,23,17,8.0,140.0,53.0,1004.0,26.3,156.0,15.8
13,23,17,8.0,153.0,53.0,1004.0,26.2,156.0,15.8
14,23,17,7.0,96.0,51.0,1004.1,26.7,152.0,17.6
15,23,17,7.0,122.0,51.0,1004.1,26.5,152.0,17.6
16,23,17,7.0,137.0,51.0,1004.1,26.4,152.0,17.6
17,23,17,7.0,90.0,51.0,1004.1,26.7,152.0,17.6
18,23,17,4.0,115.0,51.0,1004.2,26.8,148.0,19.1
19,23,17,4.0,121.0,51.0,1004.2,26.7,148.0,19.1
20,23,17,4.0,173.0,51.0,1004.2,26.4,148.0,19.1
21,23,17,4.0,199.0,50.0,1004.2,26.2,148.0,19.1
22,23,17,2.0,192.0,53.0,1004.5,26.0,146.0,18.7
23,23,17,2.0,221.0,53.0,1004.5,25.9,146.0,18.7
24,23,17,2.0,207.0,53.0,1004.5,25.9,146.0,18.7
25,23,17,2.0,182.0,53.0,1004.5,26.1,146.0,18.7
26,23,17,0.0,208.0,55.0,1004.7,25.6,146.0,17.9
27,23,17,0.0,132.0,55.0,1004.7,26.1,146.0,17.9
28,23,17,0.0,171.0,55.0,1004.7,25.9,146.0,17.9
29,23,17,0.0,173.0,55.0,1004.7,25.9,146.0,17.9
0,24,17,11.0,177.0,58.0,1003.8,25.1,160.0,9.6
1,24,17,11.0,141.0,58.0,1003.8,25.3,160.0,9.6
2,24,17,11.0,132.0,58.0,1003.8,25.4,160.0,9.6
3,24,17,11.0,160.0,58.0,1003.8,25.2,160.0,9.6
4,24,17,12.0,185.0,54.0,1003.9,25.9,157.0,12.9
5,24,17,12.0,175.0,54.0,1003.9,26.0,157.0,12.9
6,24,17,12.0,154.0,54.0,1003.9,26.1,157.0,12.9
7,24,17,12.0,170.0,54.0,1003.9,26.0,157.0,12.9
8,24,17,11.0,158.0,52.0,1004.0,26.4,157.0,14.8
9,24,17,11.0,162.0,52.0,1004.0,26.3,157.0,14.8
10,24,17,11.0,133.0,52.0,1004.0,26.5,157.0,14.8
11,24,17,11.0,186.0,52.0,1004.0,26.2,157.0,14.8
12,24,17,8.0,169.0,51.0,1004.1,26.3,155.0,16.7
13,24,17,8.0,153.0,51.0,1004.1,26.4,155.0,16.7
14,24,17,8.0,130.0,51.0,1004.1,26.5,155.0,16.7
15,24,17,8.0,175.0,51.0,1004.1,26.2,155.0,16.7
16,24,17,5.0,98.0,52.0,1004.2,26.6,149.0,18.4
17,24,17,5.0,136.0,52.0,1004.2,26.3,149.0,18.4
18,24,17,5.0,122.0,52.0,1004.2,26.4,149.0,18.4
19,24,17,5.0,111.0,52.0,1004.2,26.5,149.0,18.4
20,24,17,2.0,93.0,52.0,1004.4,26.8,145.0,19.7
21,24,17,2.0,105.0,52.0,1004.4,26.7,145.0,19.7
22,24,17,2.0,128.0,52.0,1004.4,26.6,145.0,19.7
23,24,17,2.0,192.0,52.0,1004.4,26.2,145.0,19.7
24,24,17,1.0,213.0,54.0,1004.7,25.8,144.0,18.6
25,24,17,1.0,185.0,54.0,1004.7,26.0,144.0,18.6
26,24,17,1.0,200.0,54.0,1004.7,25.9,144.0,18.6
27,24,17,1.0,144.0,54.0,1004.7,26.2,144.0,18.6
28,24,17,0.0,159.0,54.0,1004.9,25.9,146.0,18.2
29,24,17,0.0,150.0,54.0,1004.9,25.9,146.0,18.2
0,25,17,8.0,153.0,57.0,1003.8,25.3,173.0,8.7
1,25,17,8.0,168.0,57.0,1003.8,25.2,173.0,8.7
2,25,17,11.0,143.0,58.0,1003.9,25.7,159.0,10.8
3,25,17,11.0,191.0,58.0,1003.9,25.4,159.0,10.8
4,25,17,11.0,195.0,58.0,1003.9,25.4,159.0,10.8
5,25,17,11.0,115.0,58.0,1003.9,25.9,159.0,10.8
6,25,17,12.0,148.0,54.0,1004.0,26.3,158.0,13.6
7,25,17,12.0,172.0,54.0,1004.0,26.1,158.0,13.6
8,25,17,12.0,215.0,54.0,1004.0,25.8,158.0,13.6
9,25,17,12.0,153.0,54.0,1004.0,26.2,158.0,13.6
10,25,17,11.0,123.0,52.0,1004.1,26.7,157.0,16.0
11,25,17,11.0,190.0,52.0,1004.1,26.2,157.0,16.0
12,25,17,11.0,178.0,52.0,1004.1,26.3,157.0,16.0
13,25,17,11.0,177.0,52.0,1004.1,26.3,157.0,16.0
14,25,17,8.0,125.0,52.0,1004.2,26.6,152.0,18.7
15,25,17,8.0,152.0,52.0,1004.2,26.4,152.0,18.7
16,25,17,8.0,174.0,52.0,1004.2,26.3,152.0,18.7
17,25,17,8.0,138.0,52.0,1004.2,26.5,152.0,18.7
18,25,17,4.0,121.0,52.0,1004.4,26.5,147.0,20.1
19,25,17,4.0,112.0,52.0,1004.4,26.6,147.0,20.1
20,25,17,4.0,109.0,52.0,1004.4,26.6,147.0,20.1
21,25,17,4.0,103.0,52.0,1004.4,26.6,147.0,20.1
22,25,17,1.0,128.0,53.0,1004.6,26.5,145.0,19.9
23,25,17,1.0,140.0,53.0,1004.6,26.4,145.0,19.9
24,25,17,1.0,116.0,53.0,1004.6,26.6,145.0,19.9
25,25,17,1.0,170.0,53.0,1004.6,26.2,145.0,19.9
26,25,17,0.0,169.0,53.0,1004.8,26.1,145.0,19.4
27,25,17,0.0,130.0,53.0,1004.8,26.4,145.0,19.4
28,25,17,0.0,142.0,53.0,1004.8,26.3,145.0,19.4
29,25,17,0.0,138.0,53.0,1004.8,26.3,145.0,19.4
0,26,17,8.0,189.0,57.0,1003.8,25.1,173.0,8.7
1,26,17,8.0,166.0,57.0,1003.8,25.2,173.0,8.7
2,26,17,11.0,204.0,58.0,1003.9,25.3,159.0,10.8
3,26,17,11.0,191.0,58.0,1003.9,25.4,159.0,10.8
4,26,17,11.0,159.0,58.0,1003.9,25.6,159.0,10.8
5,26,17,11.0,186.0,58.0,1003.9,25.4,159.0,10.8
6,26,17,12.0,187.0,54.0,1004.0,26.0,158.0,13.6
7,26,17,12.0,146.0,54.0,1004.0,26.3,158.0,13.6
8,26,17,12.0,208.0,54.0,1004.0,25.9,158.0,13.6
9,26,17,12.0,194.0,54.0,1004.0,26.0,158.0,13.6
10,26,17,11.0,180.0,52.0,1004.1,26.3,157.0,16.0
11,26,17,11.0,178.0,52.0,1004.1,26.3,157.0,16.0
12,26,17,11.0,207.0,52.0,1004.1,26.1,157.0,16.0
13,26,17,11.0,182.0,52.0,1004.1,26.3,157.0,16.0
14,26,17,8.0,181.0,52.0,1004.2,26.2,152.0,18.7
15,26,17,8.0,167.0,52.0,1004.2,26.3,152.0,18.7
16,26,17,8.0,131.0,52.0,1004.2,26.5,152.0,18.7
17,26,17,8.0,137.0,52.0,1004.2,26.5,152.0,18.7
18,26,17,4.0,148.0,52.0,1004.4,26.4,147.0,20.1
19,26,17,4.0,150.0,52.0,1004.4,26.3,147.0,20.1
20,26,17,4.0,160.0,52.0,1004.4,26.3,147.0,20.1
21,26,17,4.0,119.0,52.0,1004.4,26.5,147.0,20.1
22,26,17,1.0,199.0,53.0,1004.6,26.0,145.0,19.9
23,26,17,1.0,191.0,53.0,1004.6,26.1,145.0,19.9
24,26,17,1.0,211.0,53.0,1004.6,25.9,145.0,19.9
25,26,17,1.0,195.0,53.0,1004.6,26.0,145.0,19.9
26,26,17,0.0,186.0,53.0,1004.8,26.0,145.0,19.4
27,26,17,0.0,130.0,53.0,1004.8,26.4,145.0,19.4
28,26,17,0.0,177.0,53.0,1004.8,26.1,145.0,19.4
29,26,17,0.0,127.0,53.0,1004.8,26.4,145.0,19.4
0,27,17,8.0,133.0,58.0,1003.9,25.6,169.0,9.2
1,27,17,8.0,157.0,58.0,1003.9,25.4,169.0,9.2
2,27,17,8.0,169.0,58.0,1003.9,25.3,169.0,9.2
3,27,17,8.0,162.0,58.0,1003.9,25.4,169.0,9.2
4,27,17,10.0,173.0,58.0,1004.0,25.6,159.0,11.2
5,27,17,10.0,202.0,58.0,1004.0,25.4,159.0,11.2
6,27,17,10.0,192.0,58.0,1004.0,25.4,159.0,11.2
7,27,17,10.0,148.0,58.0,1004.0,25.7,159.0,11.2
8,27,17,11.0,207.0,53.0,1004.1,26.0,159.0,13.9
9,27,17,11.0,198.0,53.0,1004.1,26.0,159.0,13.9
10,27,17,11.0,207.0,53.0,1004.1,26.0,159.0,13.9
11,27,17,11.0,221.0,53.0,1004.1,25.9,159.0,13.9
12,27,17,10.0,217.0,51.0,1004.3,26.1,157.0,16.5
13,27,17,10.0,198.0,51.0,1004.3,26.2,157.0,16.5
14,27,17,10.0,206.0,51.0,1004.3,26.1,157.0,16.5
15,27,17,10.0,169.0,51.0,1004.3,26.4,157.0,16.5
16,27,17,7.0,235.0,51.0,1004.4,25.9,150.0,19.2
17,27,17,7.0,198.0,51.0,1004.4,26.2,150.0,19.2
18,27,17,7.0,194.0,51.0,1004.4,26.2,150.0,19.2
19,27,17,7.0,218.0,51.0,1004.4,26.1,150.0,19.2
20,27,17,3.0,189.0,53.0,1004.5,26.1,145.0,19.7
21,27,17,3.0,209.0,53.0,1004.5,26.0,145.0,19.7
22,27,17,3.0,195.0,53.0,1004.5,26.1,145.0,19.7
23,27,17,3.0,219.0,53.0,1004.5,25.9,145.0,19.7
24,27,17,1.0,194.0,53.0,1004.7,26.2,144.0,19.6
25,27,17,1.0,183.0,53.0,1004.7,26.2,144.0,19.6
26,27,17,1.0,179.0,53.0,1004.7,26.3,144.0,19.6
27,27,17,1.0,199.0,53.0,1004.7,26.1,144.0,19.6
28,27,17,0.0,195.0,54.0,1004.9,25.8,143.0,18.0
29,27,17,0.0,169.0,54.0,1004.9,26.0,143.0,18.0
0,28,17,4.0,112.0,55.0,1003.9,25.8,184.0,9.4
1,28,17,4.0,115.0,55.0,1003.9,25.8,184.0,9.4
2,28,17,7.0,115.0,60.0,1004.0,25.6,167.0,9.6
3,28,17,7.0,121.0,60.0,1004.0,25.5,167.0,9.6
4,28,17,7.0,118.0,60.0,1004.0,25.6,167.0,9.6
5,28,17,7.0,115.0,60.0,1004.0,25.6,167.0,9.6
6,28,17,9.0,113.0,57.0,1004.1,26.0,158.0,11.6
7,28,17,9.0,147.0,57.0,1004.1,25.8,158.0,11.6
8,28,17,9.0,184.0,57.0,1004.1,25.5,158.0,11.6
9,28,17,9.0,162.0,57.0,1004.1,25.7,158.0,11.6
10,28,17,9.0,178.0,51.0,1004.2,26.3,158.0,14.7
11,28,17,9.0,204.0,51.0,1004.2,26.2,158.0,14.7
12,28,17,9.0,176.0,51.0,1004.2,26.3,158.0,14.7
13,28,17,9.0,210.0,51.0,1004.2,26.1,158.0,14.7
14,28,17,8.0,192.0,50.0,1004.3,26.3,153.0,16.9
15,28,17,8.0,180.0,50.0,1004.3,26.4,153.0,16.9
16,28,17,8.0,187.0,50.0,1004.3,26.4,153.0,16.9
17,28,17,8.0,201.0,50.0,1004.3,26.3,153.0,16.9
18,28,17,5.0,211.0,52.0,1004.5,26.0,146.0,18.2
19,28,17,5.0,191.0,52.0,1004.5,26.1,146.0,18.2
20,28,17,5.0,168.0,52.0,1004.5,26.3,146.0,18.2
21,28,17,5.0,147.0,52.0,1004.5,26.4,146.0,18.2
22,28,17,2.0,165.0,52.0,1004.6,26.4,144.0,19.1
23,28,17,2.0,192.0,52.0,1004.6,26.2,144.0,19.1
24,28,17,2.0,195.0,52.0,1004.6,26.2,144.0,19.1
25,28,17,2.0,163.0,52.0,1004.6,26.4,144.0,19.1
26,28,17,0.0,145.0,52.0,1004.8,26.6,143.0,18.5
27,28,17,0.0,142.0,52.0,1004.8,26.6,143.0,18.5
28,28,17,0.0,158.0,52.0,1004.8,26.5,143.0,18.5
29,28,17,0.0,146.0,52.0,1004.8,26.6,143.0,18.5
0,29,17,4.0,161.0,54.0,1003.9,25.5,184.0,9.4
1,29,17,4.0,152.0,54.0,1003.9,25.5,184.0,9.4
2,29,17,7.0,163.0,60.0,1004.0,25.3,167.0,9.6
3,29,17,7.0,150.0,60.0,1004.0,25.4,167.0,9.6
4,29,17,7.0,161.0,60.0,1004.0,25.3,167.0,9.6
5,29,17,7.0,136.0,60.0,1004.0,25.5,167.0,9.6
6,29,17,9.0,156.0,57.0,1004.1,25.7,158.0,11.6
7,29,17,9.0,133.0,57.0,1004.1,25.9,158.0,11.6
8,29,17,9.0,127.0,57.0,1004.1,25.9,158.0,11.6
9,29,17,9.0,138.0,57.0,1004.1,25.8,158.0,11.6
10,29,17,9.0,147.0,51.0,1004.2,26.5,158.0,14.7
11,29,17,9.0,150.0,51.0,1004.2,26.5,158.0,14.7
12,29,17,9.0,139.0,51.0,1004.2,26.6,158.0,14.7
13,29,17,9.0,154.0,51.0,1004.2,26.5,158.0,14.7
14,29,17,8.0,151.0,50.0,1004.3,26.6,153.0,16.9
15,29,17,8.0,174.0,50.0,1004.3,26.4,153.0,16.9
16,29,17,8.0,175.0,50.0,1004.3,26.4,153.0,16.9
17,29,17,8.0,164.0,50.0,1004.3,26.5,153.0,16.9
18,29,17,5.0,134.0,52.0,1004.5,26.5,146.0,18.2
19,29,17,5.0,153.0,52.0,1004.5,26.4,146.0,18.2
20,29,17,5.0,202.0,52.0,1004.5,26.1,146.0,18.2
21,29,17,5.0,218.0,52.0,1004.5,26.0,146.0,18.2
22,29,17,2.0,196.0,52.0,1004.6,26.2,144.0,19.1
23,29,17,2.0,142.0,53.0,1004.6,26.5,144.0,19.1
24,29,17,2.0,135.0,53.0,1004.6,26.6,144.0,19.1
25,29,17,2.0,134.0,53.0,1004.6,26.6,144.0,19.1
26,29,17,0.0,110.0,52.0,1004.8,26.8,143.0,18.5
27,29,17,0.0,109.0,52.0,1004.8,26.8,143.0,18.5
28,29,17,0.0,124.0,52.0,1004.8,26.7,143.0,18.5
29,29,17,0.0,140.0,52.0,1004.8,26.6,143.0,18.5
0,0,18,19.0,129.0,57.0,1003.1,25.7,152.0,20.8
1,0,18,19.0,116.0,57.0,1003.1,25.8,152.0,20.8
2,0,18,19.0,113.0,57.0,1003.1,25.8,152.0,20.8
3,0,18,22.0,115.0,52.0,1003.4,25.8,152.0,19.5
4,0,18,22.0,122.0,52.0,1003.4,25.7,152.0,19.5
5,0,18,22.0,134.0,52.0,1003.4,25.7,152.0,19.5
6,0,18,22.0,140.0,52.0,1003.4,25.6,152.0,19.5
7,0,18,18.0,135.0,52.0,1003.7,25.7,156.0,17.4
8,0,18,18.0,158.0,52.0,1003.7,25.5,156.0,17.4
9,0,18,18.0,135.0,52.0,1003.7,25.7,156.0,17.4
10,0,18,18.0,142.0,52.0,1003.7,25.6,156.0,17.4
11,0,18,15.0,97.0,53.0,1003.9,25.7,149.0,16.3
12,0,18,15.0,142.0,53.0,1003.9,25.5,149.0,16.3
13,0,18,15.0,115.0,53.0,1003.9,25.6,149.0,16.3
14,0,18,15.0,111.0,53.0,1003.9,25.7,149.0,16.3
15,0,18,12.0,119.0,56.0,1004.2,25.1,146.0,13.5
16,0,18,12.0,129.0,56.0,1004.2,25.0,146.0,13.5
17,0,18,12.0,138.0,56.0,1004.2,25.0,146.0,13.5
18,0,18,12.0,157.0,56.0,1004.2,24.8,146.0,13.5
19,0,18,14.0,151.0,61.0,1004.5,24.5,145.0,12.7
20,0,18,14.0,126.0,61.0,1004.5,24.6,145.0,12.7
21,0,18,14.0,128.0,61.0,1004.5,24.6,145.0,12.7
22,0,18,14.0,133.0,61.0,1004.5,24.6,145.0,12.7
23,0,18,11.0,142.0,64.0,1004.6,24.3,146.0,13.0
24,0,18,11.0,114.0,64.0,1004.6,24.5,146.0,13.0
25,0,18,11.0,140.0,64.0,1004.6,24.3,146.0,13.0
26,0,18,11.0,158.0,64.0,1004.6,24.2,146.0,13.0
27,0,18,5.0,128.0,63.0,1004.7,24.5,148.0,13.6
28,0,18,5.0,123.0,63.0,1004.7,24.6,148.0,13.6
29,0,18,5.0,106.0,63.0,1004.7,24.7,148.0,13.6
0,1,18,16.0,82.0,53.0,1003.3,26.4,153.0,21.9
1,1,18,16.0,101.0,53.0,1003.3,26.3,153.0,21.9
2,1,18,16.0,87.0,53.0,1003.3,26.4,153.0,21.9
3,1,18,16.0,99.0,53.0,1003.3,26.3,153.0,21.9
4,1,18,16.0,121.0,53.0,1003.3,26.1,153.0,21.9
5,1,18,16.0,131.0,51.0,1003.6,25.8,154.0,17.6
6,1,18,16.0,112.0,52.0,1003.6,25.9,154.0,17.6
7,1,18,16.0,122.0,52.0,1003.6,25.8,154.0,17.6
8,1,18,16.0,150.0,51.0,1003.6,25.7,154.0,17.6
9,1,18,15.0,145.0,52.0,1003.9,25.6,152.0,16.3
10,1,18,15.0,139.0,52.0,1003.9,25.7,152.0,16.3
11,1,18,15.0,115.0,52.0,1003.9,25.8,152.0,16.3
12,1,18,15.0,100.0,52.0,1003.9,25.9,152.0,16.3
13,1,18,13.0,144.0,54.0,1004.1,25.2,148.0,14.9
14,1,18,13.0,154.0,54.0,1004.1,25.1,148.0,14.9
15,1,18,13.0,146.0,54.0,1004.1,25.2,148.0,14.9
16,1,18,13.0,171.0,54.0,1004.1,25.0,148.0,14.9
17,1,18,17.0,169.0,60.0,1004.3,24.4,143.0,12.6
18,1,18,17.0,169.0,60.0,1004.3,24.4,143.0,12.6
19,1,18,17.0,154.0,60.0,1004.3,24.5,143.0,12.6
20,1,18,17.0,147.0,60.0,1004.3,24.6,143.0,12.6
21,1,18,17.0,166.0,63.0,1004.5,24.2,144.0,12.4
22,1,18,17.0,137.0,63.0,1004.5,24.4,144.0,12.4
23,1,18,17.0,161.0,63.0,1004.5,24.3,144.0,12.4
24,1,18,17.0,145.0,63.0,1004.5,24.4,144.0,12.4
25,1,18,13.0,155.0,63.0,1004.6,24.3,146.0,13.0
26,1,18,13.0,147.0,63.0,1004.6,24.4,146.0,13.0
27,1,18,13.0,157.0,63.0,1004.6,24.3,146.0,13.0
28,1,18,13.0,116.0,63.0,1004.6,24.6,146.0,13.0
29,1,18,7.0,101.0,61.0,1004.7,25.0,146.0,14.3
0,2,18,16.0,82.0,53.0,1003.3,26.4,153.0,21.9
1,2,18,16.0,82.0,53.0,1003.3,26.4,153.0,21.9
2,2,18,16.0,116.0,53.0,1003.3,26.2,153.0,21.9
3,2,18,16.0,101.0,53.0,1003.3,26.3,153.0,21.9
4,2,18,16.0,115.0,53.0,1003.3,26.2,153.0,21.9
5,2,18,16.0,142.0,51.0,1003.6,25.7,154.0,17.6
6,2,18,16.0,142.0,51.0,1003.6,25.7,154.0,17.6
7,2,18,16.0,125.0,52.0,1003.6,25.8,154.0,17.6
8,2,18,16.0,113.0,52.0,1003.6,25.9,154.0,17.6
9,2,18,15.0,97.0,52.0,1003.9,25.9,152.0,16.3
10,2,18,15.0,107.0,52.0,1003.9,25.9,152.0,16.3
11,2,18,15.0,126.0,52.0,1003.9,25.8,152.0,16.3
12,2,18,15.0,141.0,52.0,1003.9,25.7,152.0,16.3
13,2,18,13.0,158.0,54.0,1004.1,25.1,148.0,14.9
14,2,18,13.0,154.0,54.0,1004.1,25.1,148.0,14.9
15,2,18,13.0,149.0,54.0,1004.1,25.2,148.0,14.9
16,2,18,13.0,161.0,54.0,1004.1,25.1,148.0,14.9
17,2,18,17.0,169.0,60.0,1004.3,24.4,143.0,12.6
